"family","bank","case","seed","model","macro","optimize","rmse","mae","mape","mse","path"
"transformer","BBTN","informer_macro_random","82","informer","True","True","64.4179392594757","48.6238021850586","3.64252138137817","4149.6708984375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BBTN\informer_macro_random\seed_82\BBTN\summary_transformer.json"
"transformer","BDMN","autoformer_data","42","autoformer","False","False","228.390795499184","199.860443115234","7.48833847045898","52162.35546875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data\seed_42\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_data","52","autoformer","False","False","190.206210055692","157.00651550293","5.85255575180054","36178.40234375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data\seed_52\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_data","62","autoformer","False","False","272.824605974241","253.048782348633","9.45986080169678","74433.265625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data\seed_62\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_data","72","autoformer","False","False","424.884451204089","404.497253417969","15.0915441513062","180526.796875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data\seed_72\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_data","82","autoformer","False","False","548.719389806848","521.578735351563","19.5279560089111","301092.96875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data\seed_82\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_data_random","42","autoformer","False","True","383.031554672719","362.371368408203","13.5118350982666","146713.171875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data_random\seed_42\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_data_random","52","autoformer","False","True","345.584909519354","323.524749755859","12.1854391098022","119428.9296875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data_random\seed_52\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_data_random","62","autoformer","False","True","573.921842457664","553.773620605469","20.5473937988281","329386.28125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data_random\seed_62\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_data_random","72","autoformer","False","True","153.801966573497","121.26188659668","4.37507295608521","23655.044921875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data_random\seed_72\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_data_random","82","autoformer","False","True","369.220124045264","350.596496582031","13.0749731063843","136323.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_data_random\seed_82\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro","42","autoformer","True","False","382.495383959075","350.601715087891","13.233510017395","146302.71875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro\seed_42\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro","52","autoformer","True","False","349.9878122878","307.944732666016","11.0908117294312","122491.46875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro\seed_52\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro","62","autoformer","True","False","256.742544925846","228.081329345703","8.47412776947021","65916.734375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro\seed_62\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro","72","autoformer","True","False","293.128837927966","219.425201416016","8.37619686126709","85924.515625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro\seed_72\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro","82","autoformer","True","False","466.905019115237","410.827331542969","14.9115009307861","218000.296875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro\seed_82\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro_random","42","autoformer","True","True","1004.17055324282","980.24755859375","36.7150421142578","1008358.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro_random\seed_42\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro_random","52","autoformer","True","True","539.259909505611","480.290466308594","18.2985000610352","290801.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro_random\seed_52\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro_random","62","autoformer","True","True","419.472753137793","320.736450195313","12.2381744384766","175957.390625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro_random\seed_62\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro_random","72","autoformer","True","True","314.253443199116","289.293060302734","10.8764095306396","98755.2265625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro_random\seed_72\BDMN\summary_transformer.json"
"transformer","BDMN","autoformer_macro_random","82","autoformer","True","True","581.314001852699","558.627746582031","20.9259204864502","337925.96875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\autoformer_macro_random\seed_82\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data","42","informer","False","False","83.2520616064176","57.3425941467285","2.17176079750061","6930.90576171875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data\seed_42\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data","52","informer","False","False","53.5556123415768","36.9465637207031","1.34874701499939","2868.20361328125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data\seed_52\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data","62","informer","False","False","91.2871767161878","68.0939331054688","2.57394218444824","8333.3486328125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data\seed_62\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data","72","informer","False","False","72.0242811162493","52.8679656982422","1.90636849403381","5187.4970703125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data\seed_72\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data","82","informer","False","False","83.9647491603619","60.7111015319824","2.28192615509033","7050.0791015625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data\seed_82\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data_random","42","informer","False","True","101.78972178436","87.9405364990234","3.23253321647644","10361.1474609375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data_random\seed_42\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data_random","52","informer","False","True","60.0076146698015","44.828426361084","1.65616774559021","3600.91381835938","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data_random\seed_52\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data_random","62","informer","False","True","83.1919520080293","65.2845230102539","2.46786880493164","6920.90087890625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data_random\seed_62\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data_random","72","informer","False","True","83.9722970966467","66.386100769043","2.37935829162598","7051.3466796875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data_random\seed_72\BDMN\summary_transformer.json"
"transformer","BDMN","informer_data_random","82","informer","False","True","95.2899358536881","76.4620208740234","2.89716839790344","9080.171875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_data_random\seed_82\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro","42","informer","True","False","171.921152894285","148.686096191406","5.53563451766968","29556.8828125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro\seed_42\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro","52","informer","True","False","204.953529412767","173.920562744141","6.54316234588623","42005.94921875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro\seed_52\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro","62","informer","True","False","161.250205910721","131.961151123047","4.68959712982178","26001.62890625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro\seed_62\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro","72","informer","True","False","159.264293657979","131.590362548828","5.04933595657349","25365.115234375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro\seed_72\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro","82","informer","True","False","128.219743933511","87.3887710571289","3.33458971977234","16440.302734375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro\seed_82\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro_random","42","informer","True","True","219.757474631126","191.490646362305","7.08145427703857","48293.34765625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro_random\seed_42\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro_random","52","informer","True","True","302.43926301408","288.023651123047","10.8316345214844","91469.5078125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro_random\seed_52\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro_random","62","informer","True","True","493.607178710966","465.944213867188","16.9976215362549","243648.046875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro_random\seed_62\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro_random","72","informer","True","True","262.432878323201","255.133026123047","9.51757907867432","68871.015625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro_random\seed_72\BDMN\summary_transformer.json"
"transformer","BDMN","informer_macro_random","82","informer","True","True","373.800790863262","346.045745849609","12.5566024780273","139727.03125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BDMN\informer_macro_random\seed_82\BDMN\summary_transformer.json"
"transformer","BMRI","autoformer_data","42","autoformer","False","False","1380.08260622327","1209.07080078125","20.1477813720703","1904628","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data\seed_42\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_data","52","autoformer","False","False","828.738800829308","723.505554199219","12.2128257751465","686808","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data\seed_52\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_data","62","autoformer","False","False","1342.51801663888","1185.81225585938","19.8682746887207","1802354.625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data\seed_62\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_data","72","autoformer","False","False","1171.90533960726","1053.63317871094","17.9119205474854","1373362.125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data\seed_72\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_data","82","autoformer","False","False","544.73508469714","471.247436523438","8.49864864349365","296736.3125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data\seed_82\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_data_random","42","autoformer","False","True","1710.05657801138","1523.22937011719","25.5376224517822","2924293.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data_random\seed_42\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_data_random","52","autoformer","False","True","947.153267692194","829.165588378906","14.0450000762939","897099.3125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data_random\seed_52\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_data_random","62","autoformer","False","True","1305.32357099686","1185.59228515625","20.1297721862793","1703869.625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data_random\seed_62\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_data_random","72","autoformer","False","True","1267.821359656","1131.27734375","19.0829925537109","1607371","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data_random\seed_72\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_data_random","82","autoformer","False","True","1030.80187233047","922.192993164062","15.6361999511719","1062552.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_data_random\seed_82\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro","42","autoformer","True","False","1121.51120145989","978.424743652344","16.3120994567871","1257787.375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro\seed_42\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro","52","autoformer","True","False","1342.39566633687","1208.08349609375","20.4059677124023","1802026.125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro\seed_52\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro","62","autoformer","True","False","1596.32687755359","1411.94921875","23.5615692138672","2548259.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro\seed_62\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro","72","autoformer","True","False","1031.32202778764","936.603271484375","16.1057548522949","1063625.125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro\seed_72\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro","82","autoformer","True","False","813.679182786435","690.916564941406","11.5347156524658","662073.8125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro\seed_82\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro_random","42","autoformer","True","True","1608.53699056006","1500.58081054688","25.9017086029053","2587391.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro_random\seed_42\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro_random","52","autoformer","True","True","1539.04101634752","1377.07153320313","23.1360092163086","2368647.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro_random\seed_52\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro_random","62","autoformer","True","True","1508.61600482031","1308.91223144531","21.6693592071533","2275922.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro_random\seed_62\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro_random","72","autoformer","True","True","1292.05113095419","1176.37890625","20.0250072479248","1669396.125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro_random\seed_72\BMRI\summary_transformer.json"
"transformer","BMRI","autoformer_macro_random","82","autoformer","True","True","1018.47508560593","879.670532226563","14.62548828125","1037291.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\autoformer_macro_random\seed_82\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data","42","informer","False","False","625.480640188008","434.943603515625","6.80138826370239","391226.03125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data\seed_42\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data","52","informer","False","False","976.164080726186","803.575500488281","13.0448980331421","952896.3125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data\seed_52\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data","62","informer","False","False","881.764672404151","725.245483398438","11.7835073471069","777508.9375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data\seed_62\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data","72","informer","False","False","1258.58616113479","1047.24401855469","17.0475578308105","1584039.125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data\seed_72\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data","82","informer","False","False","986.236343378199","805.110961914063","13.0338821411133","972662.125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data\seed_82\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data_random","42","informer","False","True","1016.89238614516","841.109069824219","13.6794548034668","1034070.125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data_random\seed_42\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data_random","52","informer","False","True","791.668017542707","664.089782714844","10.9660263061523","626738.25","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data_random\seed_52\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data_random","62","informer","False","True","730.531698490901","587.349792480469","9.4749059677124","533676.5625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data_random\seed_62\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data_random","72","informer","False","True","1363.84763628493","1149.02661132813","18.8011741638184","1860080.375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data_random\seed_72\BMRI\summary_transformer.json"
"transformer","BMRI","informer_data_random","82","informer","False","True","523.117308784559","395.480804443359","6.33903646469116","273651.71875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_data_random\seed_82\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro","42","informer","True","False","1164.59767731178","992.84326171875","16.3038883209229","1356287.75","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro\seed_42\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro","52","informer","True","False","1155.939282575","978.018676757812","16.0120868682861","1336195.625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro\seed_52\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro","62","informer","True","False","1249.86389258991","1035.48376464844","16.8237171173096","1562159.75","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro\seed_62\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro","72","informer","True","False","1053.25323403254","912.152404785156","15.0822582244873","1109342.375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro\seed_72\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro","82","informer","True","False","789.760960671012","670.655822753906","11.0551481246948","623722.375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro\seed_82\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro_random","42","informer","True","True","1017.36009480419","859.862609863281","14.078989982605","1035021.5625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro_random\seed_42\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro_random","52","informer","True","True","1141.00262926954","933.024719238281","15.1054916381836","1301887","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro_random\seed_52\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro_random","62","informer","True","True","1593.2697511721","1332.14294433594","21.7043800354004","2538508.5","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro_random\seed_62\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro_random","72","informer","True","True","924.799674253835","768.187133789063","12.503080368042","855254.4375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro_random\seed_72\BMRI\summary_transformer.json"
"transformer","BMRI","informer_macro_random","82","informer","True","True","1299.47051717228","1066.41369628906","17.2706527709961","1688623.625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BMRI\informer_macro_random\seed_82\BMRI\summary_transformer.json"
"transformer","BNGA","autoformer_data","42","autoformer","False","False","248.879182850334","197.945343017578","11.6188716888428","61940.84765625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data\seed_42\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_data","52","autoformer","False","False","174.365966387868","150.767349243164","9.47422504425049","30403.490234375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data\seed_52\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_data","62","autoformer","False","False","179.231426644088","144.601181030273","8.64179706573486","32123.904296875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data\seed_62\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_data","72","autoformer","False","False","230.35186230797","199.423767089844","12.4574527740479","53061.98046875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data\seed_72\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_data","82","autoformer","False","False","150.076926888763","125.205474853516","7.99735403060913","22523.083984375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data\seed_82\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_data_random","42","autoformer","False","True","270.44080047674","228.609634399414","13.8202342987061","73138.2265625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data_random\seed_42\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_data_random","52","autoformer","False","True","185.157038500431","151.797576904297","9.31399250030518","34283.12890625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data_random\seed_52\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_data_random","62","autoformer","False","True","144.953238688378","117.573249816895","7.25332403182983","21011.44140625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data_random\seed_62\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_data_random","72","autoformer","False","True","174.676134469266","146.89567565918","9.0994348526001","30511.751953125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data_random\seed_72\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_data_random","82","autoformer","False","True","297.808466656843","257.250671386719","15.6809310913086","88689.8828125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_data_random\seed_82\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro","42","autoformer","True","False","254.649076856269","207.182418823242","12.2409496307373","64846.15234375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro\seed_42\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro","52","autoformer","True","False","243.364872028606","200.548202514648","11.9689836502075","59226.4609375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro\seed_52\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro","62","autoformer","True","False","401.746266317436","358.958557128906","22.2107467651367","161400.0625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro\seed_62\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro","72","autoformer","True","False","307.199637349233","263.586395263672","15.9572448730469","94371.6171875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro\seed_72\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro","82","autoformer","True","False","192.51814037903","156.86882019043","9.43816566467285","37063.234375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro\seed_82\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro_random","42","autoformer","True","True","218.06334193016","182.07080078125","11.1815023422241","47551.62109375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro_random\seed_42\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro_random","52","autoformer","True","True","361.084347833024","315.678802490234","19.2701396942139","130381.90625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro_random\seed_52\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro_random","62","autoformer","True","True","493.434899454832","412.590545654297","24.4142818450928","243478","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro_random\seed_62\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro_random","72","autoformer","True","True","338.72685575918","293.517242431641","17.8613567352295","114735.8828125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro_random\seed_72\BNGA\summary_transformer.json"
"transformer","BNGA","autoformer_macro_random","82","autoformer","True","True","302.160992891207","253.49089050293","15.123462677002","91301.265625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\autoformer_macro_random\seed_82\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data","42","informer","False","False","178.708053426182","130.780776977539","7.44328737258911","31936.568359375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data\seed_42\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data","52","informer","False","False","86.6335166718834","55.9863739013672","3.20741128921509","7505.3662109375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data\seed_52\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data","62","informer","False","False","153.087182830161","130.588394165039","8.43089580535889","23435.685546875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data\seed_62\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data","72","informer","False","False","144.748772123462","113.793212890625","6.80586624145508","20952.20703125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data\seed_72\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data","82","informer","False","False","99.6296217168243","78.273811340332","5.07270669937134","9926.0615234375","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data\seed_82\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data_random","42","informer","False","True","183.73409795136","149.975128173828","9.28469467163086","33758.21875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data_random\seed_42\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data_random","52","informer","False","True","218.464626355733","191.24089050293","11.9221382141113","47726.79296875","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data_random\seed_52\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data_random","62","informer","False","True","264.745426070027","209.378204345703","12.3854742050171","70090.140625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data_random\seed_62\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data_random","72","informer","False","True","234.746938212195","186.941848754883","11.157320022583","55106.125","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data_random\seed_72\BNGA\summary_transformer.json"
"transformer","BNGA","informer_data_random","82","informer","False","True","123.210380453769","88.7430267333984","5.08822441101074","15180.7978515625","D:\SIML_Juni_2026_UMS_Surakarta_2\code\results_transformer_study\BNGA\informer_data_random\seed_82\BNGA\summary_transformer.json"
